CPD_ID,DO_CHEMISTRY,CHEMISTRY_COMMENT,MW,MW_DES,ALOGP,ALOGP_DES,HBD,HBD_DES,HBA,HBA_DES,PSA,PSA_DES,ROTB,ROTB_DES,AROM,AROM_DES,ALERTS,ALERTS_DES,UNWEIGHTED_QED,QED
1684,YES,-,350.40776,0.868,2.492,0.993,2,0.792,3,0.985,83.65,0.844,6,0.689,2,0.938,0,0.842,0.863,0.839
1685,YES,-,334.39012,0.942,2.115,0.967,2,0.792,3,0.985,96.79,0.72,6,0.689,2,0.938,1,0.64,0.823,0.792
1686,YES,-,428.54441,0.416,3.795,0.912,2,0.792,4,0.887,100.72,0.68,9,0.293,2,0.938,1,0.64,0.65,0.593
1687,YES,-,326.39288,0.969,0.733,0.7,0,0.592,6,0.525,50.72,0.999,3,0.993,2,0.938,0,0.842,0.798,0.829
1688,YES,-,326.39288,0.969,0.733,0.7,0,0.592,6,0.525,50.72,0.999,3,0.993,2,0.938,0,0.842,0.798,0.829
1689,YES,-,424.49277,0.436,2.735,1,2,0.792,4,0.887,104.6,0.64,8,0.4,3,0.257,2,0.241,0.514,0.428
1690,YES,-,359.44264,0.818,2.233,0.977,2,0.792,4,0.887,96.54,0.722,5,0.848,2,0.938,0,0.842,0.85,0.855
1691,YES,-,402.46408,0.556,3.152,0.991,2,0.792,5,0.726,102.11,0.665,5,0.848,2,0.938,0,0.842,0.783,0.8
1692,YES,-,461.55441,0.279,3.432,0.969,2,0.792,6,0.525,143.23,0.279,10,0.212,3,0.257,1,0.64,0.426,0.443
1693,YES,-,455.57143,0.3,2.769,1,2,0.792,6,0.525,159.45,0.181,7,0.533,3,0.257,0,0.842,0.475,0.557
1694,YES,-,459.53853,0.286,3.318,0.98,2,0.792,6,0.525,143.24,0.279,6,0.689,3,0.257,1,0.64,0.496,0.541
1695,YES,-,456.33405,0.298,2.781,1,1,0.987,4,0.887,129.13,0.394,4,0.97,3,0.257,0,0.842,0.619,0.647
1696,YES,-,457.43332,0.294,-0.207,0.409,6,0.023,9,0.107,160.81,0.175,6,0.689,2,0.938,0,0.842,0.27,0.345
1697,YES,-,401.43956,0.562,1.482,0.881,2,0.792,8,0.191,144.52,0.27,9,0.293,3,0.257,3,0.082,0.325,0.312
1698,YES,-,333.3656,0.946,0.466,0.619,2,0.792,6,0.525,131.37,0.374,7,0.533,3,0.257,2,0.241,0.484,0.477
1699,YES,-,238.30936,0.705,1.367,0.858,1,0.987,5,0.726,89.13,0.794,4,0.97,2,0.938,2,0.241,0.724,0.641
1700,YES,-,414.50451,0.488,2.326,0.984,2,0.792,7,0.332,170.26,0.135,6,0.689,3,0.257,2,0.241,0.405,0.46
1701,YES,-,438.46302,0.37,0.631,0.67,3,0.379,8,0.191,179.14,0.106,8,0.4,4,0.035,2,0.241,0.224,0.265
1702,YES,-,303.3148,0.999,1.816,0.934,1,0.987,5,0.726,111.99,0.562,4,0.97,3,0.257,2,0.241,0.623,0.583
1703,YES,-,447.59403,0.331,3.667,0.936,1,0.987,5,0.726,141.29,0.293,6,0.689,3,0.257,1,0.64,0.541,0.574
1704,YES,-,398.8794,0.577,3.916,0.885,0,0.592,4,0.887,58.23,0.994,4,0.97,2,0.938,0,0.842,0.82,0.783
1705,YES,-,246.64588,0.762,3.372,0.975,1,0.987,3,0.985,46.53,0.988,0,0.395,2,0.938,2,0.241,0.709,0.573
1706,YES,-,329.33736,0.96,4.22,0.796,1,0.987,2,0.93,66.56,0.963,5,0.848,2,0.938,0,0.842,0.906,0.892
1707,YES,-,358.43958,0.824,4.625,0.637,1,0.987,5,0.726,58.87,0.992,6,0.689,4,0.035,0,0.842,0.542,0.545
1708,YES,-,350.46063,0.868,2.764,1,2,0.792,5,0.726,67.66,0.957,3,0.993,3,0.257,0,0.842,0.752,0.76
1709,YES,-,335.79026,0.937,4.272,0.778,1,0.987,4,0.887,55.63,0.998,4,0.97,4,0.035,0,0.842,0.605,0.605
1710,YES,-,414.45977,0.488,3.686,0.933,0,0.592,7,0.332,68.54,0.952,4,0.97,4,0.035,0,0.842,0.471,0.504
1711,YES,-,314.37557,0.995,4.325,0.759,0,0.592,4,0.887,52.6,1,4,0.97,1,0.827,2,0.241,0.725,0.613
1712,YES,-,271.31108,0.91,3.915,0.885,0,0.592,4,0.887,59.32,0.991,5,0.848,1,0.827,2,0.241,0.718,0.601
1713,YES,-,339.77236,0.92,4.659,0.622,0,0.592,4,0.887,59.32,0.991,4,0.97,2,0.938,2,0.241,0.711,0.6
1714,YES,-,298.3083,0.995,4.605,0.645,0,0.592,3,0.985,35.53,0.901,3,0.993,2,0.938,2,0.241,0.724,0.613
1715,YES,-,393.47547,0.609,5.793,0.189,1,0.987,4,0.887,64.63,0.972,7,0.533,2,0.938,2,0.241,0.574,0.477
1716,YES,-,246.30162,0.76,4.144,0.821,0,0.592,3,0.985,35.53,0.901,4,0.97,1,0.827,3,0.082,0.619,0.455
1717,YES,-,222.23716,0.592,1.811,0.933,1,0.987,4,0.887,55.76,0.998,1,0.637,1,0.827,0,0.842,0.825,0.787
1718,YES,-,394.80128,0.601,4.882,0.522,0,0.592,5,0.726,78.05,0.889,3,0.993,2,0.938,3,0.082,0.556,0.421
1719,YES,-,389.44372,0.634,4.739,0.586,0,0.592,5,0.726,55.84,0.998,5,0.848,2,0.938,3,0.082,0.565,0.42
1720,YES,-,335.82518,0.937,4.671,0.616,1,0.987,4,0.887,49.77,0.997,5,0.848,1,0.827,2,0.241,0.735,0.627
1721,YES,-,365.42231,0.782,4.14,0.822,1,0.987,5,0.726,59,0.992,4,0.97,2,0.938,2,0.241,0.75,0.652
1722,YES,-,335.39633,0.938,4.73,0.59,0,0.592,4,0.887,38.76,0.937,3,0.993,2,0.938,2,0.241,0.705,0.6
1723,YES,-,382.36342,0.678,3.624,0.943,2,0.792,7,0.332,110.13,0.582,7,0.533,2,0.938,2,0.241,0.574,0.556
1724,YES,-,485.48648,0.208,-0.465,0.336,5,0.055,9,0.107,152.03,0.222,6,0.689,2,0.938,0,0.842,0.29,0.366
1725,YES,-,410.4614,0.51,0.132,0.513,4,0.147,7,0.332,128.56,0.399,8,0.4,1,0.827,0,0.842,0.441,0.48
1726,YES,-,299.74834,0.997,3.194,0.989,1,0.987,2,0.93,54.55,0.999,4,0.97,2,0.938,0,0.842,0.955,0.942
1727,YES,-,343.33728,0.904,2.437,0.99,0,0.592,6,0.525,111.79,0.564,5,0.848,3,0.257,2,0.241,0.549,0.519
1728,YES,-,303.33631,0.999,2.513,0.994,1,0.987,5,0.726,104.96,0.636,4,0.97,3,0.257,1,0.64,0.72,0.745
1729,YES,-,385.47991,0.659,3.511,0.959,2,0.792,5,0.726,94.92,0.739,7,0.533,2,0.938,1,0.64,0.736,0.711
1730,YES,-,385.47991,0.659,3.511,0.959,2,0.792,5,0.726,94.92,0.739,7,0.533,2,0.938,1,0.64,0.736,0.711
1731,YES,-,331.79671,0.952,2.098,0.966,1,0.987,4,0.887,54.46,1,4,0.97,2,0.938,1,0.64,0.909,0.872
1732,YES,-,331.79671,0.952,2.098,0.966,1,0.987,4,0.887,54.46,1,4,0.97,2,0.938,1,0.64,0.909,0.872
1733,YES,-,331.79671,0.952,2.098,0.966,1,0.987,4,0.887,54.46,1,4,0.97,2,0.938,1,0.64,0.909,0.872
1734,YES,-,326.38957,0.969,2.359,0.986,1,0.987,4,0.887,50.8,0.999,5,0.848,2,0.938,0,0.842,0.93,0.916
1735,YES,-,390.39201,0.628,1.939,0.949,1,0.987,5,0.726,93.52,0.752,3,0.993,2,0.938,1,0.64,0.813,0.809
1736,YES,-,342.25134,0.909,2.883,1,2,0.792,3,0.985,69.72,0.946,7,0.533,2,0.938,1,0.64,0.825,0.76
1737,YES,-,261.2798,0.856,1.174,0.816,1,0.987,5,0.726,81.93,0.858,6,0.689,2,0.938,0,0.842,0.834,0.844
1738,YES,-,361.46182,0.806,1.886,0.943,1,0.987,5,0.726,106.49,0.62,5,0.848,1,0.827,1,0.64,0.79,0.806
1739,YES,-,359.52876,0.817,3.571,0.951,1,0.987,3,0.985,73.47,0.922,4,0.97,1,0.827,0,0.842,0.91,0.893
1740,YES,-,274.78846,0.927,3.777,0.915,1,0.987,2,0.93,15.27,0.505,5,0.848,2,0.938,0,0.842,0.846,0.893
1741,YES,-,329.39836,0.96,3.803,0.91,3,0.379,4,0.887,65.63,0.967,6,0.689,4,0.035,0,0.842,0.524,0.503
1742,YES,-,340.41778,0.917,3.831,0.904,1,0.987,4,0.887,68.03,0.955,7,0.533,3,0.257,1,0.64,0.704,0.664
1743,YES,-,369.848,0.756,4.16,0.816,3,0.379,5,0.726,74.86,0.913,9,0.293,3,0.257,1,0.64,0.542,0.494
1744,YES,-,358.86181,0.821,4.336,0.755,1,0.987,4,0.887,33.73,0.878,7,0.533,2,0.938,1,0.64,0.79,0.747
1745,YES,-,368.46931,0.764,4.301,0.767,2,0.792,4,0.887,59.59,0.99,10,0.212,2,0.938,1,0.64,0.691,0.614
1746,YES,-,368.46931,0.764,4.301,0.767,2,0.792,4,0.887,59.59,0.99,10,0.212,2,0.938,1,0.64,0.691,0.614
1747,YES,-,263.3752,0.868,3.231,0.986,1,0.987,3,0.985,30.49,0.827,8,0.4,1,0.827,1,0.64,0.786,0.73
1748,YES,-,263.3752,0.868,3.231,0.986,1,0.987,3,0.985,30.49,0.827,8,0.4,1,0.827,1,0.64,0.786,0.73
1749,YES,-,263.3752,0.868,3.231,0.986,1,0.987,3,0.985,30.49,0.827,8,0.4,1,0.827,1,0.64,0.786,0.73
1750,YES,-,436.33943,0.379,4.571,0.66,1,0.987,5,0.726,48.95,0.996,11,0.151,2,0.938,2,0.241,0.529,0.413
1751,YES,-,434.95953,0.385,2.721,0.999,2,0.792,5,0.726,77.41,0.894,11,0.151,2,0.938,1,0.64,0.605,0.532
1752,YES,-,392.83343,0.613,2.842,1,2,0.792,6,0.525,92.04,0.767,8,0.4,2,0.938,0,0.842,0.706,0.717
1753,YES,-,369.29659,0.759,2.968,0.998,1,0.987,4,0.887,33.73,0.878,6,0.689,1,0.827,0,0.842,0.853,0.836
1754,YES,-,497.32681,0.179,5.779,0.192,2,0.792,3,0.985,93.71,0.751,7,0.533,4,0.035,1,0.64,0.352,0.317
1755,YES,-,426.87279,0.424,4.595,0.65,2,0.792,3,0.985,108.8,0.596,5,0.848,4,0.035,0,0.842,0.487,0.486
1756,YES,-,416.87797,0.475,3.836,0.903,2,0.792,4,0.887,105.86,0.626,7,0.533,3,0.257,1,0.64,0.599,0.57
1757,YES,-,484.01023,0.211,4.985,0.476,1,0.987,4,0.887,90.12,0.785,6,0.689,3,0.257,0,0.842,0.564,0.535
1758,YES,-,456.9882,0.295,4.944,0.494,2,0.792,4,0.887,96.77,0.72,7,0.533,2,0.938,2,0.241,0.554,0.455
1759,YES,-,417.95215,0.469,3.718,0.927,1,0.987,4,0.887,77.95,0.89,6,0.689,2,0.938,1,0.64,0.782,0.726
1760,YES,-,436.91067,0.377,5.81,0.185,2,0.792,4,0.887,87.83,0.807,4,0.97,4,0.035,0,0.842,0.427,0.422
1761,YES,-,434.78755,0.386,4.897,0.515,0,0.592,3,0.985,32.78,0.864,4,0.97,2,0.938,3,0.082,0.542,0.39
1762,YES,-,474.37079,0.238,4.289,0.772,1,0.987,5,0.726,91.93,0.768,5,0.848,3,0.257,1,0.64,0.587,0.557
1763,YES,-,437.57439,0.374,4.638,0.631,1,0.987,4,0.887,61.88,0.983,7,0.533,2,0.938,0,0.842,0.735,0.686
1764,YES,-,455.50678,0.301,4.256,0.783,3,0.379,6,0.525,158.25,0.187,7,0.533,3,0.257,1,0.64,0.408,0.452
1765,YES,-,416.26521,0.478,4.22,0.796,2,0.792,3,0.985,71.7,0.934,5,0.848,3,0.257,0,0.842,0.689,0.654
1766,YES,-,459.15562,0.287,5.121,0.416,2,0.792,4,0.887,95.34,0.734,5,0.848,2,0.938,1,0.64,0.649,0.607
1767,YES,-,428.2681,0.417,4.758,0.578,1,0.987,4,0.887,77.25,0.895,5,0.848,4,0.035,0,0.842,0.511,0.497
1768,YES,-,470.33419,0.25,4.456,0.708,1,0.987,6,0.525,119.17,0.489,8,0.4,2,0.938,1,0.64,0.567,0.569
1769,YES,-,474.39071,0.238,4.335,0.755,1,0.987,4,0.887,61.88,0.983,6,0.689,2,0.938,0,0.842,0.734,0.677
1770,YES,-,445.32958,0.34,4.571,0.66,2,0.792,3,0.985,95.67,0.731,5,0.848,3,0.257,0,0.842,0.626,0.602
1771,YES,-,438.27404,0.37,4.133,0.824,1,0.987,4,0.887,77.25,0.895,4,0.97,4,0.035,0,0.842,0.535,0.52
1772,YES,-,478.94736,0.225,5.673,0.22,2,0.792,3,0.985,108.8,0.596,7,0.533,4,0.035,1,0.64,0.358,0.334
1773,YES,-,419.45307,0.461,5.063,0.441,2,0.792,4,0.887,121.62,0.465,7,0.533,4,0.035,2,0.241,0.362,0.321
1774,YES,-,438.90342,0.368,4.855,0.534,2,0.792,4,0.887,76.66,0.9,7,0.533,3,0.257,0,0.842,0.588,0.552
1775,YES,-,424.49933,0.436,3.999,0.863,2,0.792,5,0.726,157.68,0.19,6,0.689,4,0.035,2,0.241,0.352,0.353
1776,YES,-,422.3481,0.446,4.731,0.59,1,0.987,4,0.887,44.81,0.981,6,0.689,2,0.938,0,0.842,0.769,0.731
1777,YES,-,419.25804,0.462,4.442,0.713,2,0.792,3,0.985,80.57,0.869,6,0.689,3,0.257,0,0.842,0.654,0.62
1778,YES,-,443.55905,0.348,5.048,0.448,2,0.792,6,0.525,104.15,0.644,8,0.4,2,0.938,1,0.64,0.562,0.554
1779,YES,-,446.30982,0.336,4.323,0.759,1,0.987,5,0.726,109.65,0.587,5,0.848,4,0.035,1,0.64,0.46,0.459
1780,YES,-,431.95559,0.399,3.699,0.93,2,0.792,5,0.726,72.47,0.929,10,0.212,2,0.938,0,0.842,0.653,0.6
1781,YES,-,440.57503,0.36,4.49,0.694,2,0.792,5,0.726,68.81,0.951,12,0.107,2,0.938,1,0.64,0.553,0.476
1782,YES,-,469.00065,0.255,2.959,0.998,2,0.792,8,0.191,128.49,0.4,11,0.151,2,0.938,2,0.241,0.389,0.38
1783,YES,-,445.32468,0.34,4.653,0.624,1,0.987,4,0.887,43.38,0.973,9,0.293,3,0.257,0,0.842,0.572,0.521
1784,YES,-,475.00017,0.236,4.541,0.673,2,0.792,5,0.726,99.03,0.697,11,0.151,3,0.257,1,0.64,0.447,0.397
1785,YES,-,475.39862,0.235,4.293,0.77,2,0.792,4,0.887,89.8,0.788,9,0.293,3,0.257,1,0.64,0.513,0.452
1786,YES,-,435.53705,0.383,2.234,0.978,3,0.379,6,0.525,128.13,0.403,10,0.212,2,0.938,0,0.842,0.516,0.525
1787,YES,-,477.37143,0.23,4.226,0.794,2,0.792,5,0.726,99.03,0.697,8,0.4,3,0.257,0,0.842,0.531,0.506
1788,YES,-,313.3775,0.996,2.455,0.991,2,0.792,5,0.726,108.86,0.595,4,0.97,3,0.257,2,0.241,0.614,0.568
1789,YES,-,388.87448,0.638,2.406,0.989,1,0.987,6,0.525,103.3,0.653,4,0.97,3,0.257,2,0.241,0.58,0.543
1790,YES,-,286.3373,0.97,-0.285,0.386,0,0.592,9,0.107,154.87,0.205,6,0.689,2,0.938,1,0.64,0.46,0.651
1791,YES,-,257.67028,0.834,1.168,0.815,1,0.987,5,0.726,78.62,0.885,5,0.848,1,0.827,2,0.241,0.721,0.633
1792,YES,-,347.37396,0.884,2.05,0.961,1,0.987,9,0.107,136.82,0.328,5,0.848,3,0.257,1,0.64,0.503,0.687
1793,YES,-,480.96983,0.22,3.859,0.898,1,0.987,7,0.332,110.47,0.578,6,0.689,4,0.035,1,0.64,0.393,0.417
1794,YES,-,438.44984,0.37,5.233,0.37,0,0.592,6,0.525,95.2,0.736,8,0.4,4,0.035,2,0.241,0.318,0.276
1795,YES,-,320.30217,0.985,3.335,0.978,0,0.592,6,0.525,79.13,0.881,3,0.993,3,0.257,2,0.241,0.597,0.544
1796,YES,-,364.32992,0.789,5.01,0.465,0,0.592,5,0.726,85.76,0.825,5,0.848,4,0.035,2,0.241,0.417,0.367
1797,YES,-,496.38173,0.182,3.385,0.973,1,0.987,5,0.726,42.96,0.971,10,0.212,2,0.938,2,0.241,0.526,0.404
1798,YES,-,237.33792,0.698,2.787,1,1,0.987,3,0.985,30.49,0.827,6,0.689,1,0.827,0,0.842,0.849,0.825
1799,YES,-,328.87735,0.962,3.561,0.952,1,0.987,4,0.887,33.73,0.878,10,0.212,1,0.827,1,0.64,0.728,0.666
1800,YES,-,399.46343,0.573,2.156,0.971,0,0.592,5,0.726,89.88,0.787,5,0.848,3,0.257,0,0.842,0.657,0.656
1801,YES,-,441.34087,0.357,5.534,0.261,0,0.592,3,0.985,60.34,0.988,5,0.848,4,0.035,0,0.842,0.437,0.409
1802,YES,-,309.43032,0.999,2.265,0.98,0,0.592,5,0.726,89.21,0.794,4,0.97,1,0.827,1,0.64,0.802,0.796
1803,YES,-,370.91403,0.749,3.109,0.993,1,0.987,5,0.726,42.96,0.971,11,0.151,1,0.827,1,0.64,0.672,0.606
1804,YES,-,326.81842,0.968,2.711,0.999,2,0.792,4,0.887,73.58,0.921,7,0.533,1,0.827,0,0.842,0.833,0.808
1805,YES,-,319.42183,0.987,2.429,0.99,2,0.792,3,0.985,85.5,0.828,5,0.848,2,0.938,0,0.842,0.898,0.887
1806,YES,-,477.2723,0.23,3.122,0.993,3,0.379,5,0.726,79.81,0.875,10,0.212,2,0.938,1,0.64,0.538,0.459
1807,YES,-,392.2326,0.617,1.842,0.937,2,0.792,4,0.887,73.58,0.921,8,0.4,1,0.827,1,0.64,0.728,0.663
1808,YES,-,374.47544,0.727,3.899,0.889,2,0.792,3,0.985,50.36,0.998,10,0.212,3,0.257,0,0.842,0.624,0.566
1809,YES,-,323.22815,0.978,3.688,0.932,1,0.987,3,0.985,45.05,0.982,5,0.848,1,0.827,0,0.842,0.92,0.899
1810,YES,-,408.51986,0.521,2.501,0.993,0,0.592,6,0.525,92.45,0.763,6,0.689,3,0.257,1,0.64,0.586,0.582
1811,YES,-,321.3995,0.982,3.069,0.995,0,0.592,5,0.726,92.69,0.761,5,0.848,3,0.257,1,0.64,0.678,0.673
1812,YES,-,365.45206,0.782,2.523,0.994,0,0.592,5,0.726,89.21,0.794,5,0.848,3,0.257,1,0.64,0.662,0.648
1813,YES,-,357.4748,0.829,1.816,0.934,2,0.792,6,0.525,178.65,0.107,7,0.533,2,0.938,2,0.241,0.504,0.563
1814,YES,-,357.4748,0.829,1.816,0.934,2,0.792,6,0.525,178.65,0.107,7,0.533,2,0.938,2,0.241,0.504,0.563
1815,YES,-,426.55497,0.425,4.515,0.684,2,0.792,5,0.726,137.52,0.322,7,0.533,3,0.257,2,0.241,0.453,0.423
1816,YES,-,429.53732,0.411,4.378,0.739,2,0.792,5,0.726,111.13,0.571,7,0.533,4,0.035,2,0.241,0.381,0.334
1817,YES,-,361.4203,0.806,3.215,0.987,2,0.792,5,0.726,108.86,0.595,5,0.848,4,0.035,2,0.241,0.458,0.419
1818,YES,-,282.29726,0.957,1.953,0.951,0,0.592,5,0.726,65.34,0.969,2,0.87,1,0.827,0,0.842,0.832,0.829
1819,YES,-,282.29726,0.957,1.953,0.951,0,0.592,5,0.726,65.34,0.969,2,0.87,1,0.827,0,0.842,0.832,0.829
1820,YES,-,421.45066,0.451,4.91,0.509,0,0.592,6,0.525,77.7,0.892,5,0.848,3,0.257,1,0.64,0.554,0.545
1821,YES,-,419.39017,0.462,2.992,0.998,0,0.592,9,0.107,105.39,0.631,6,0.689,2,0.938,1,0.64,0.543,0.653
1822,YES,-,421.47226,0.451,3.182,0.99,2,0.792,7,0.332,127.32,0.41,7,0.533,4,0.035,2,0.241,0.348,0.346
1823,YES,-,355.47708,0.84,3.96,0.874,1,0.987,4,0.887,108.42,0.6,5,0.848,3,0.257,1,0.64,0.694,0.699
1824,YES,-,360.45384,0.812,2.729,0.999,1,0.987,5,0.726,128.19,0.402,6,0.689,2,0.938,0,0.842,0.773,0.847
1825,YES,-,371.42852,0.746,3.434,0.968,1,0.987,4,0.887,87.07,0.813,6,0.689,2,0.938,0,0.842,0.853,0.843
1826,YES,-,436.56972,0.378,3.279,0.983,0,0.592,5,0.726,81.51,0.862,7,0.533,2,0.938,0,0.842,0.7,0.665
1827,YES,-,353.43806,0.852,3.697,0.931,1,0.987,4,0.887,87.07,0.813,5,0.848,2,0.938,0,0.842,0.885,0.888
1828,YES,-,404.28426,0.545,3.34,0.978,1,0.987,5,0.726,98,0.708,5,0.848,3,0.257,1,0.64,0.664,0.658
1829,YES,-,435.50214,0.383,1.584,0.899,2,0.792,7,0.332,134.68,0.345,6,0.689,3,0.257,1,0.64,0.494,0.561
1830,YES,-,419.47462,0.461,4.428,0.719,2,0.792,5,0.726,111.13,0.571,6,0.689,4,0.035,1,0.64,0.449,0.449
1831,YES,-,419.47462,0.461,4.428,0.719,2,0.792,5,0.726,111.13,0.571,6,0.689,4,0.035,1,0.64,0.449,0.449
1832,YES,-,355.83971,0.838,2.629,0.998,1,0.987,5,0.726,96.3,0.725,6,0.689,1,0.827,0,0.842,0.822,0.846
1833,YES,-,355.83971,0.838,2.629,0.998,1,0.987,5,0.726,96.3,0.725,6,0.689,1,0.827,0,0.842,0.822,0.846
1834,YES,-,472.58035,0.244,3.966,0.872,2,0.792,7,0.332,155.98,0.199,10,0.212,3,0.257,2,0.241,0.332,0.334
1835,YES,-,432.55625,0.396,4.261,0.782,1,0.987,6,0.525,123.22,0.449,10,0.212,3,0.257,1,0.64,0.473,0.477
1836,YES,-,384.30334,0.666,4.215,0.798,2,0.792,4,0.887,121.55,0.465,4,0.97,3,0.257,2,0.241,0.565,0.517
1837,YES,-,450.53662,0.319,3.087,0.994,2,0.792,6,0.525,155.34,0.203,7,0.533,4,0.035,1,0.64,0.365,0.412
1838,YES,-,330.18976,0.957,2.419,0.989,2,0.792,4,0.887,95.86,0.729,4,0.97,1,0.827,0,0.842,0.87,0.886
1839,YES,-,349.40476,0.873,1.386,0.862,2,0.792,6,0.525,114.32,0.538,8,0.4,1,0.827,0,0.842,0.682,0.733
1840,YES,-,344.4313,0.898,1.26,0.836,1,0.987,5,0.726,90.31,0.783,5,0.848,1,0.827,0,0.842,0.84,0.868
1841,YES,-,419.88522,0.459,2.525,0.994,1,0.987,7,0.332,116.46,0.516,7,0.533,3,0.257,1,0.64,0.536,0.584
1842,YES,-,498.0169,0.178,5.133,0.411,2,0.792,5,0.726,133.86,0.352,7,0.533,4,0.035,1,0.64,0.339,0.341
1843,YES,-,359.85155,0.815,2.374,0.987,1,0.987,6,0.525,126.88,0.414,6,0.689,2,0.938,1,0.64,0.719,0.788
1844,YES,-,405.92154,0.536,4.122,0.828,1,0.987,5,0.726,117.65,0.504,6,0.689,3,0.257,1,0.64,0.606,0.618
1845,YES,-,268.33358,0.895,2.946,0.999,1,0.987,3,0.985,66.76,0.962,3,0.993,2,0.938,0,0.842,0.949,0.93
1846,YES,-,371.41358,0.746,0.183,0.529,2,0.792,6,0.525,119.41,0.487,5,0.848,1,0.827,0,0.842,0.683,0.762
1847,YES,-,287.33692,0.973,1.371,0.859,1,0.987,4,0.887,87.07,0.813,3,0.993,1,0.827,0,0.842,0.895,0.909
1848,YES,-,381.45146,0.684,2.844,1,2,0.792,5,0.726,114.21,0.539,6,0.689,3,0.257,1,0.64,0.627,0.637
1849,YES,-,470.58923,0.25,3.64,0.94,0,0.592,6,0.525,92.44,0.763,7,0.533,4,0.035,1,0.64,0.4,0.383
1850,YES,-,435.54189,0.383,4.304,0.766,2,0.792,5,0.726,114.21,0.539,7,0.533,3,0.257,1,0.64,0.547,0.537
1851,YES,-,475.00348,0.236,4.839,0.541,1,0.987,6,0.525,103.57,0.65,10,0.212,3,0.257,1,0.64,0.444,0.421
1852,YES,-,422.52652,0.446,2.971,0.998,1,0.987,6,0.525,139.13,0.31,7,0.533,4,0.035,1,0.64,0.413,0.454
1853,YES,-,378.83,0.7,3.707,0.929,1,0.987,5,0.726,98.89,0.699,6,0.689,3,0.257,1,0.64,0.662,0.659
1854,YES,-,372.4381,0.74,3.37,0.975,1,0.987,5,0.726,98.89,0.699,8,0.4,3,0.257,1,0.64,0.626,0.611
1855,YES,-,367.44472,0.77,3.804,0.91,1,0.987,4,0.887,121.56,0.465,5,0.848,4,0.035,1,0.64,0.52,0.539
1856,YES,-,429.53401,0.411,5.066,0.44,0,0.592,4,0.887,74.88,0.912,5,0.848,4,0.035,1,0.64,0.448,0.415
1857,YES,-,437.51626,0.374,5.077,0.435,1,0.987,5,0.726,98,0.708,6,0.689,5,0.012,1,0.64,0.381,0.374
1858,YES,-,479.59768,0.223,4.005,0.862,2,0.792,6,0.525,178.65,0.107,8,0.4,4,0.035,3,0.082,0.236,0.219
1859,YES,-,488.02537,0.201,3.643,0.94,1,0.987,6,0.525,131.97,0.369,7,0.533,3,0.257,2,0.241,0.431,0.399
1860,YES,-,417.91394,0.47,5.365,0.319,1,0.987,5,0.726,105.82,0.627,5,0.848,4,0.035,2,0.241,0.384,0.347
1861,YES,-,401.91299,0.559,3.797,0.911,2,0.792,5,0.726,111.13,0.571,6,0.689,3,0.257,2,0.241,0.539,0.482
1862,YES,-,398.45554,0.579,2.058,0.962,2,0.792,5,0.726,94.48,0.743,7,0.533,2,0.938,1,0.64,0.725,0.696
1863,YES,-,307.38624,1,3.723,0.926,1,0.987,3,0.985,40.54,0.953,2,0.87,2,0.938,0,0.842,0.936,0.919
1864,YES,-,435.53529,0.383,4.078,0.841,2,0.792,4,0.887,106.08,0.624,7,0.533,3,0.257,1,0.64,0.577,0.545
1865,YES,-,309.38549,0.999,3.537,0.956,1,0.987,2,0.93,77.23,0.895,2,0.87,3,0.257,0,0.842,0.787,0.786
1866,YES,-,388.43908,0.64,2.92,0.999,0,0.592,5,0.726,65.22,0.969,3,0.993,2,0.938,0,0.842,0.822,0.809
1867,YES,-,444.48576,0.344,2.719,0.999,1,0.987,5,0.726,96.49,0.723,6,0.689,4,0.035,0,0.842,0.494,0.493
1868,YES,-,444.48576,0.344,2.719,0.999,1,0.987,5,0.726,96.49,0.723,6,0.689,4,0.035,0,0.842,0.494,0.493
1869,YES,-,306.36172,1,4.216,0.797,2,0.792,5,0.726,59.07,0.992,6,0.689,3,0.257,0,0.842,0.714,0.714
1870,YES,-,195.24156,0.418,0.22,0.541,1,0.987,2,0.93,74.64,0.914,1,0.637,2,0.938,0,0.842,0.746,0.706
1871,YES,-,285.36409,0.967,2.112,0.967,1,0.987,2,0.93,65.61,0.967,3,0.993,3,0.257,0,0.842,0.806,0.801
1872,YES,-,237.25994,0.697,2.51,0.994,1,0.987,4,0.887,55.63,0.998,3,0.993,3,0.257,0,0.842,0.775,0.76
1873,YES,-,237.25994,0.697,2.51,0.994,1,0.987,4,0.887,55.63,0.998,3,0.993,3,0.257,0,0.842,0.775,0.76
1874,YES,-,237.25994,0.697,2.51,0.994,1,0.987,4,0.887,55.63,0.998,3,0.993,3,0.257,0,0.842,0.775,0.76
1875,YES,-,364.42094,0.788,3.106,0.994,1,0.987,4,0.887,84.74,0.834,4,0.97,4,0.035,0,0.842,0.597,0.603
1876,YES,-,261.33618,0.856,1.745,0.924,0,0.592,3,0.985,71.06,0.938,2,0.87,1,0.827,0,0.842,0.846,0.814
1877,YES,-,383.48387,0.671,4.226,0.794,0,0.592,3,0.985,84.2,0.839,3,0.993,3,0.257,0,0.842,0.697,0.678
1878,YES,-,517.56963,0.141,3.704,0.929,0,0.592,7,0.332,75.69,0.907,8,0.4,3,0.257,1,0.64,0.445,0.422
