CPD_ID,DO_CHEMISTRY,CHEMISTRY_COMMENT,MW,MW_DES,ALOGP,ALOGP_DES,HBD,HBD_DES,HBA,HBA_DES,PSA,PSA_DES,ROTB,ROTB_DES,AROM,AROM_DES,ALERTS,ALERTS_DES,UNWEIGHTED_QED,QED
1489,YES,-,426.30477,0.427,3.547,0.954,1,0.987,3,0.985,113,0.552,3,0.993,3,0.257,0,0.842,0.682,0.691
1490,YES,-,336.81323,0.933,3.252,0.985,2,0.792,5,0.726,71.45,0.935,9,0.293,2,0.938,2,0.241,0.652,0.543
1491,YES,-,306.36172,1,3.327,0.979,1,0.987,5,0.726,50.28,0.998,3,0.993,3,0.257,0,0.842,0.789,0.804
1492,YES,-,408.44375,0.521,4.669,0.617,0,0.592,6,0.525,71.06,0.938,7,0.533,2,0.938,1,0.64,0.645,0.62
1493,YES,-,332.82454,0.948,4.281,0.775,2,0.792,3,0.985,50.36,0.998,7,0.533,2,0.938,0,0.842,0.837,0.795
1494,YES,-,332.82454,0.948,4.281,0.775,2,0.792,3,0.985,50.36,0.998,7,0.533,2,0.938,0,0.842,0.837,0.795
1495,YES,-,332.82454,0.948,4.281,0.775,2,0.792,3,0.985,50.36,0.998,7,0.533,2,0.938,0,0.842,0.837,0.795
1496,YES,-,278.70928,0.943,3.145,0.992,2,0.792,2,0.93,41.13,0.958,4,0.97,2,0.938,0,0.842,0.918,0.902
1497,YES,-,384.83122,0.663,4.712,0.598,2,0.792,3,0.985,50.36,0.998,7,0.533,3,0.257,0,0.842,0.659,0.62
1498,YES,-,268.3535,0.895,3.469,0.964,2,0.792,2,0.93,41.13,0.958,5,0.848,2,0.938,0,0.842,0.894,0.871
1499,YES,-,300.35229,0.997,2.728,0.999,2,0.792,4,0.887,59.59,0.99,6,0.689,2,0.938,0,0.842,0.885,0.861
1500,YES,-,300.35229,0.997,2.728,0.999,2,0.792,4,0.887,59.59,0.99,6,0.689,2,0.938,0,0.842,0.885,0.861
1501,YES,-,300.35229,0.997,2.728,0.999,2,0.792,4,0.887,59.59,0.99,6,0.689,2,0.938,0,0.842,0.885,0.861
1502,YES,-,322.38426,0.98,1.919,0.947,1,0.987,5,0.726,100.35,0.684,3,0.993,3,0.257,0,0.842,0.748,0.794
1503,YES,-,480.54628,0.221,4.229,0.793,1,0.987,6,0.525,92.65,0.761,9,0.293,2,0.938,3,0.082,0.445,0.328
1504,YES,-,470.55146,0.25,4.858,0.532,1,0.987,6,0.525,92.65,0.761,12,0.107,2,0.938,3,0.082,0.38,0.271
1505,YES,-,470.55146,0.25,4.858,0.532,1,0.987,6,0.525,92.65,0.761,12,0.107,2,0.938,3,0.082,0.38,0.271
1506,YES,-,503.53656,0.166,5.571,0.25,0,0.592,6,0.525,89.85,0.788,8,0.4,3,0.257,2,0.241,0.355,0.295
1507,YES,-,378.87305,0.7,3.73,0.925,1,0.987,4,0.887,91.78,0.769,4,0.97,1,0.827,1,0.64,0.829,0.808
1508,YES,-,378.87305,0.7,3.73,0.925,1,0.987,4,0.887,91.78,0.769,4,0.97,1,0.827,1,0.64,0.829,0.808
1509,YES,-,374.51864,0.727,2.114,0.967,0,0.592,7,0.332,122.89,0.452,12,0.107,1,0.827,3,0.082,0.382,0.312
1510,YES,-,500.67327,0.172,5.178,0.393,0,0.592,7,0.332,133.79,0.353,14,0.053,2,0.938,2,0.241,0.294,0.258
1511,YES,-,516.57838,0.142,5.879,0.169,0,0.592,6,0.525,83.86,0.842,9,0.293,3,0.257,3,0.082,0.281,0.201
1512,YES,-,361.37239,0.807,1.437,0.872,1,0.987,7,0.332,127.88,0.405,6,0.689,2,0.938,2,0.241,0.589,0.609
1513,YES,-,471.288,0.247,2.661,0.998,2,0.792,7,0.332,112.19,0.56,10,0.212,2,0.938,1,0.64,0.511,0.513
1514,YES,-,359.37314,0.818,2.621,0.997,1,0.987,6,0.525,83.09,0.848,9,0.293,2,0.938,1,0.64,0.708,0.693
1515,YES,-,477.9842,0.228,3.804,0.91,1,0.987,6,0.525,129.59,0.39,7,0.533,2,0.938,1,0.64,0.583,0.603
1516,YES,-,251.13451,0.792,2.671,0.999,1,0.987,3,0.985,55.4,0.999,3,0.993,1,0.827,1,0.64,0.893,0.84
1517,YES,-,454.42288,0.305,4.174,0.811,1,0.987,7,0.332,124.67,0.435,8,0.4,3,0.257,2,0.241,0.415,0.4
1518,YES,-,496.4827,0.181,5.11,0.421,1,0.987,7,0.332,171.64,0.13,9,0.293,3,0.257,3,0.082,0.259,0.243
1519,YES,-,407.40944,0.527,5.435,0.294,1,0.987,4,0.887,93.32,0.754,6,0.689,3,0.257,2,0.241,0.507,0.435
1520,YES,-,499.5081,0.175,5.685,0.217,1,0.987,6,0.525,107.23,0.612,8,0.4,4,0.035,2,0.241,0.282,0.247
1521,YES,-,284.71876,0.965,1.798,0.931,2,0.792,4,0.887,87.67,0.808,3,0.993,2,0.938,2,0.241,0.763,0.664
1522,YES,-,339.32046,0.922,3.658,0.937,1,0.987,5,0.726,80.31,0.871,6,0.689,3,0.257,0,0.842,0.73,0.741
1523,YES,-,383.3616,0.672,3.593,0.948,1,0.987,4,0.887,56.79,0.997,10,0.212,2,0.938,1,0.64,0.718,0.637
1524,YES,-,349.327,0.874,3.889,0.891,1,0.987,3,0.985,71.47,0.935,3,0.993,2,0.938,0,0.842,0.929,0.914
1525,YES,-,346.35776,0.889,2.052,0.961,1,0.987,6,0.525,115.96,0.521,4,0.97,2,0.938,0,0.842,0.805,0.905
1526,YES,-,428.40376,0.416,4.183,0.808,2,0.792,3,0.985,67.42,0.958,8,0.4,3,0.257,0,0.842,0.62,0.566
1527,YES,-,326.36812,0.969,-0.165,0.421,0,0.592,7,0.332,94.18,0.746,4,0.97,1,0.827,1,0.64,0.647,0.709
1528,YES,-,273.14956,0.919,2.414,0.989,1,0.987,2,0.93,64.96,0.97,2,0.87,2,0.938,0,0.842,0.929,0.913
1529,YES,-,385.45832,0.659,4.203,0.802,1,0.987,3,0.985,56.15,0.998,8,0.4,4,0.035,0,0.842,0.527,0.494
1530,YES,-,322.40087,0.98,3.682,0.933,0,0.592,3,0.985,36.28,0.911,8,0.4,3,0.257,1,0.64,0.65,0.594
1531,YES,-,285.16906,0.967,2.649,0.998,1,0.987,2,0.93,38.05,0.93,3,0.993,2,0.938,1,0.64,0.915,0.88
1532,YES,-,307.17458,1,3.896,0.889,0,0.592,1,0.233,30.96,0.835,3,0.993,3,0.257,1,0.64,0.6,0.675
1533,YES,-,237.31957,0.698,4.262,0.781,0,0.592,0,0.028,8.8,0.366,2,0.87,3,0.257,1,0.64,0.385,0.589
1534,YES,-,395.49465,0.597,4.019,0.858,0,0.592,4,0.887,56.59,0.997,9,0.293,3,0.257,1,0.64,0.581,0.514
1535,YES,-,268.37664,0.895,3.992,0.865,1,0.987,2,0.93,53.98,1,5,0.848,3,0.257,1,0.64,0.749,0.711
1536,YES,-,284.37604,0.964,3.719,0.927,1,0.987,3,0.985,63.2,0.978,6,0.689,3,0.257,1,0.64,0.746,0.702
1537,YES,-,379.49526,0.696,4.619,0.639,1,0.987,3,0.985,56.15,0.998,9,0.293,3,0.257,1,0.64,0.616,0.552
1538,YES,-,329.31752,0.96,3.69,0.932,1,0.987,5,0.726,56.27,0.998,6,0.689,2,0.938,1,0.64,0.847,0.819
1539,YES,-,274.2951,0.924,0.628,0.669,1,0.987,3,0.985,74.63,0.914,2,0.87,2,0.938,0,0.842,0.885,0.872
1540,YES,-,350.39106,0.868,2.461,0.992,1,0.987,3,0.985,74.86,0.913,2,0.87,3,0.257,0,0.842,0.785,0.771
1541,YES,-,483.51687,0.213,1.857,0.939,3,0.379,5,0.726,151.33,0.226,7,0.533,4,0.035,0,0.842,0.343,0.366
1542,YES,-,451.49493,0.316,2.119,0.968,1,0.987,6,0.525,96.56,0.722,4,0.97,3,0.257,0,0.842,0.627,0.653
1543,YES,-,412.86781,0.497,3.569,0.951,2,0.792,6,0.525,142.21,0.286,6,0.689,3,0.257,0,0.842,0.55,0.633
1544,YES,-,309.81104,0.999,3.681,0.933,0,0.592,2,0.93,45.76,0.985,4,0.97,2,0.938,0,0.842,0.888,0.865
1545,YES,-,384.24496,0.666,2.908,0.999,1,0.987,4,0.887,83.06,0.849,5,0.848,2,0.938,0,0.842,0.871,0.859
1546,YES,-,312.38614,0.997,2.716,0.999,0,0.592,3,0.985,58.65,0.993,4,0.97,3,0.257,0,0.842,0.768,0.744
1547,YES,-,357.44492,0.829,5.204,0.382,0,0.592,2,0.93,37.38,0.923,5,0.848,3,0.257,1,0.64,0.622,0.588
1548,YES,-,257.3507,0.832,2.957,0.998,0,0.592,1,0.233,48.55,0.995,4,0.97,2,0.938,1,0.64,0.712,0.777
1549,YES,-,351.37427,0.863,2.4,0.988,2,0.792,6,0.525,110.31,0.58,6,0.689,2,0.938,0,0.842,0.76,0.827
1550,YES,-,378.22772,0.704,3.371,0.975,2,0.792,5,0.726,93.24,0.755,5,0.848,2,0.938,0,0.842,0.818,0.832
1551,YES,-,384.40243,0.665,4.435,0.716,0,0.592,5,0.726,83.35,0.846,5,0.848,4,0.035,1,0.64,0.489,0.475
1552,YES,-,369.43416,0.758,3.803,0.91,1,0.987,4,0.887,73.01,0.925,6,0.689,3,0.257,0,0.842,0.733,0.717
1553,YES,-,383.41767,0.671,3.44,0.968,2,0.792,5,0.726,101.08,0.676,5,0.848,3,0.257,0,0.842,0.681,0.703
1554,YES,-,390.47813,0.628,3.618,0.944,1,0.987,5,0.726,69.56,0.947,5,0.848,3,0.257,0,0.842,0.722,0.721
1555,YES,-,288.31832,0.976,5.108,0.422,1,0.987,2,0.93,24.92,0.722,2,0.87,4,0.035,1,0.64,0.519,0.518
1556,YES,-,327.35772,0.967,1.506,0.885,2,0.792,4,0.887,110.53,0.578,4,0.97,3,0.257,0,0.842,0.721,0.756
1557,YES,-,461.48976,0.279,3.056,0.996,2,0.792,6,0.525,122.83,0.453,7,0.533,4,0.035,2,0.241,0.351,0.322
1558,YES,-,404.52301,0.544,3.359,0.976,3,0.379,4,0.887,103.88,0.647,7,0.533,2,0.938,0,0.842,0.685,0.658
1559,YES,-,277.31244,0.938,0.762,0.708,2,0.792,4,0.887,84.01,0.841,7,0.533,1,0.827,1,0.64,0.759,0.721
1560,YES,-,231.28706,0.655,2.305,0.983,1,0.987,2,0.93,54.55,0.999,4,0.97,1,0.827,0,0.842,0.892,0.864
1561,YES,-,479.34756,0.224,1.218,0.826,2,0.792,5,0.726,107.19,0.612,6,0.689,2,0.938,0,0.842,0.659,0.648
1562,YES,-,489.29601,0.198,2.508,0.994,2,0.792,6,0.525,127.02,0.413,5,0.848,3,0.257,2,0.241,0.453,0.419
1563,YES,-,374.18226,0.729,2.901,0.999,2,0.792,4,0.887,91.85,0.769,4,0.97,2,0.938,0,0.842,0.861,0.861
1564,YES,-,245.2954,0.753,1.057,0.788,1,0.987,4,0.887,73.01,0.925,5,0.848,1,0.827,0,0.842,0.854,0.841
1565,YES,-,351.37428,0.863,2.052,0.961,1,0.987,6,0.525,99.31,0.694,6,0.689,2,0.938,1,0.64,0.77,0.8
1566,YES,-,411.31336,0.505,3.584,0.949,2,0.792,3,0.985,83.65,0.844,5,0.848,2,0.938,0,0.842,0.823,0.789
1567,YES,-,247.29298,0.767,-0.311,0.378,3,0.379,3,0.985,70.23,0.943,4,0.97,1,0.827,0,0.842,0.716,0.683
1568,YES,-,247.29298,0.767,-0.311,0.378,3,0.379,3,0.985,70.23,0.943,4,0.97,1,0.827,0,0.842,0.716,0.683
1569,YES,-,213.27676,0.531,-0.566,0.31,3,0.379,3,0.985,70.23,0.943,5,0.848,0,0.472,1,0.64,0.591,0.536
1570,YES,-,325.38336,0.972,0.136,0.514,3,0.379,5,0.726,124.77,0.434,6,0.689,1,0.827,1,0.64,0.62,0.641
1571,YES,-,265.30328,0.879,3.009,0.997,1,0.987,2,0.93,54.55,0.999,3,0.993,2,0.938,0,0.842,0.944,0.927
1572,YES,-,440.5352,0.361,3.628,0.942,0,0.592,6,0.525,100.6,0.681,4,0.97,3,0.257,0,0.842,0.592,0.614
1573,YES,-,458.53056,0.29,4.449,0.711,3,0.379,7,0.332,178.51,0.108,6,0.689,4,0.035,1,0.64,0.284,0.357
1574,YES,-,455.50348,0.301,4.062,0.846,0,0.592,5,0.726,130.51,0.381,6,0.689,4,0.035,1,0.64,0.398,0.405
1575,YES,-,438.45312,0.37,2.798,1,0,0.592,6,0.525,115.15,0.53,5,0.848,4,0.035,1,0.64,0.429,0.443
1576,YES,-,361.38734,0.806,3.198,0.989,1,0.987,3,0.985,84.76,0.834,4,0.97,3,0.257,1,0.64,0.753,0.724
1577,YES,-,465.5678,0.266,5.005,0.467,2,0.792,6,0.525,154.1,0.21,5,0.848,5,0.012,1,0.64,0.303,0.348
1578,YES,-,421.46244,0.451,3.699,0.93,3,0.379,6,0.525,137.38,0.323,6,0.689,3,0.257,2,0.241,0.429,0.41
1579,YES,-,392.4262,0.616,1.947,0.95,2,0.792,7,0.332,115.76,0.523,5,0.848,2,0.938,0,0.842,0.694,0.799
1580,YES,-,291.34545,0.983,2.937,0.999,0,0.592,4,0.887,92.88,0.759,3,0.993,3,0.257,1,0.64,0.709,0.693
1581,YES,-,381.4018,0.684,3.588,0.948,1,0.987,4,0.887,93.99,0.748,4,0.97,4,0.035,1,0.64,0.556,0.547
1582,YES,-,449.43599,0.324,1.3,0.844,3,0.379,6,0.525,174.87,0.119,5,0.848,3,0.257,0,0.842,0.431,0.529
1583,YES,-,382.29072,0.678,4.109,0.832,2,0.792,5,0.726,78.05,0.889,3,0.993,2,0.938,0,0.842,0.831,0.836
1584,YES,-,248.58906,0.775,2.581,0.996,1,0.987,2,0.93,41.46,0.96,1,0.637,1,0.827,0,0.842,0.861,0.83
1585,YES,-,391.34384,0.622,4.945,0.493,3,0.379,3,0.985,75.38,0.909,5,0.848,3,0.257,0,0.842,0.61,0.576
1586,YES,-,272.22314,0.915,2.555,0.995,1,0.987,2,0.93,49.41,0.997,1,0.637,1,0.827,0,0.842,0.883,0.854
1587,YES,-,423.48814,0.441,2.529,0.994,1,0.987,8,0.191,105.16,0.634,6,0.689,3,0.257,2,0.241,0.466,0.476
1588,YES,-,260.3315,0.85,2.842,1,1,0.987,2,0.93,49.41,0.997,2,0.87,1,0.827,0,0.842,0.91,0.889
1589,YES,-,314.74138,0.994,4.301,0.767,2,0.792,1,0.233,41.13,0.958,2,0.87,3,0.257,0,0.842,0.632,0.727
1590,YES,-,397.4707,0.585,3.582,0.949,2,0.792,4,0.887,124.78,0.434,3,0.993,4,0.035,0,0.842,0.514,0.548
1591,YES,-,283.34822,0.961,2.85,1,2,0.792,2,0.93,82.26,0.855,2,0.87,3,0.257,0,0.842,0.762,0.758
1592,YES,-,258.31562,0.838,2.101,0.966,2,0.792,2,0.93,50.36,0.998,4,0.97,2,0.938,0,0.842,0.907,0.882
1593,YES,-,312.363,0.997,2.125,0.968,1,0.987,3,0.985,50.8,0.999,1,0.637,2,0.938,0,0.842,0.91,0.877
1594,YES,-,331.41094,0.953,3.439,0.968,1,0.987,2,0.93,45.23,0.983,2,0.87,3,0.257,0,0.842,0.793,0.782
1595,YES,-,329.39506,0.96,4.057,0.847,3,0.379,1,0.233,56.92,0.997,4,0.97,4,0.035,0,0.842,0.46,0.52
1596,YES,-,302.7555,0.999,4.031,0.854,2,0.792,2,0.93,58.2,0.994,2,0.87,2,0.938,0,0.842,0.9,0.88
1597,YES,-,254.7127,0.815,2.811,1,2,0.792,2,0.93,58.2,0.994,4,0.97,1,0.827,1,0.64,0.863,0.812
1598,YES,-,282.7228,0.958,1.841,0.937,2,0.792,3,0.985,67.43,0.958,3,0.993,1,0.827,0,0.842,0.909,0.889
1599,YES,-,311.76401,0.998,1.308,0.846,2,0.792,4,0.887,70.67,0.94,4,0.97,1,0.827,0,0.842,0.885,0.879
1600,YES,-,341.79154,0.911,3.685,0.933,3,0.379,2,0.93,73.99,0.919,4,0.97,3,0.257,0,0.842,0.7,0.677
1601,YES,-,254.20632,0.812,0.89,0.744,1,0.987,3,0.985,58.64,0.993,1,0.637,0,0.472,0,0.842,0.787,0.756
1602,YES,-,331.29034,0.954,2.06,0.962,1,0.987,4,0.887,61.88,0.983,3,0.993,1,0.827,0,0.842,0.927,0.921
1603,YES,-,331.29034,0.954,2.06,0.962,1,0.987,4,0.887,61.88,0.983,3,0.993,1,0.827,0,0.842,0.927,0.921
1604,YES,-,268.27596,0.895,3.105,0.994,1,0.987,2,0.93,49.41,0.997,7,0.533,0,0.472,0,0.842,0.803,0.771
1605,YES,-,267.20508,0.889,-0.078,0.448,2,0.792,3,0.985,92.5,0.762,2,0.87,0,0.472,0,0.842,0.732,0.733
1606,YES,-,389.3098,0.635,1.048,0.786,3,0.379,6,0.525,138.53,0.314,5,0.848,2,0.938,0,0.842,0.616,0.699
1607,YES,-,291.18012,0.983,2.321,0.984,1,0.987,5,0.726,81.69,0.86,5,0.848,1,0.827,1,0.64,0.848,0.842
1608,YES,-,247.17392,0.766,0.674,0.683,2,0.792,3,0.985,71.09,0.937,3,0.993,1,0.827,0,0.842,0.847,0.824
1609,YES,-,255.27192,0.819,1.25,0.834,2,0.792,3,0.985,71.09,0.937,3,0.993,2,0.938,0,0.842,0.889,0.867
1610,YES,-,265.28014,0.879,1.514,0.886,0,0.592,3,0.985,38.77,0.937,1,0.637,1,0.827,0,0.842,0.812,0.772
1611,YES,-,307.40294,1,3.955,0.875,0,0.592,2,0.93,29.54,0.811,5,0.848,1,0.827,0,0.842,0.833,0.824
1612,YES,-,236.26536,0.69,2.239,0.978,1,0.987,2,0.93,70.23,0.943,2,0.87,2,0.938,0,0.842,0.892,0.868
1613,YES,-,263.35038,0.868,4.034,0.854,0,0.592,1,0.233,20.31,0.621,3,0.993,1,0.827,0,0.842,0.677,0.806
1614,YES,-,260.21244,0.849,2.791,1,2,0.792,2,0.93,58.2,0.994,2,0.87,1,0.827,0,0.842,0.885,0.859
1615,YES,-,264.20444,0.873,0.046,0.486,2,0.792,3,0.985,76.02,0.904,5,0.848,1,0.827,1,0.64,0.778,0.738
1616,YES,-,292.21124,0.985,1.785,0.93,2,0.792,4,0.887,76.66,0.9,4,0.97,1,0.827,0,0.842,0.889,0.887
1617,YES,-,282.21642,0.957,0.512,0.633,1,0.987,4,0.887,67.87,0.956,1,0.637,0,0.472,0,0.842,0.774,0.761
1618,YES,-,228.16904,0.633,0.488,0.626,2,0.792,3,0.985,67.43,0.958,4,0.97,0,0.472,0,0.842,0.763,0.735
1619,YES,-,236.14798,0.689,1.007,0.775,2,0.792,2,0.93,71.34,0.936,3,0.993,1,0.827,0,0.842,0.843,0.821
1620,YES,-,264.2442,0.873,2.569,0.996,2,0.792,2,0.93,58.2,0.994,4,0.97,0,0.472,1,0.64,0.811,0.767
1621,YES,-,297.23106,0.994,0.656,0.677,1,0.987,4,0.887,78.95,0.882,3,0.993,0,0.472,0,0.842,0.82,0.83
1622,YES,-,253.20164,0.806,1.515,0.887,2,0.792,3,0.985,99.33,0.694,2,0.87,1,0.827,0,0.842,0.834,0.835
1623,YES,-,260.21244,0.849,2.146,0.97,2,0.792,2,0.93,58.2,0.994,4,0.97,1,0.827,0,0.842,0.894,0.871
1624,YES,-,343.80742,0.901,3.317,0.98,1,0.987,3,0.985,52.65,1,2,0.87,2,0.938,0,0.842,0.936,0.91
1625,YES,-,311.35832,0.998,3.506,0.96,2,0.792,3,0.985,99.33,0.694,2,0.87,3,0.257,0,0.842,0.748,0.757
1626,YES,-,304.38406,1,2.628,0.998,1,0.987,3,0.985,58.64,0.993,4,0.97,1,0.827,0,0.842,0.948,0.93
1627,YES,-,296.3636,0.993,3.929,0.881,1,0.987,2,0.93,49.41,0.997,5,0.848,2,0.938,0,0.842,0.925,0.909
1628,YES,-,279.25708,0.946,3.657,0.937,1,0.987,1,0.233,29.1,0.803,4,0.97,2,0.938,0,0.842,0.772,0.909
1629,YES,-,237.26192,0.697,3.03,0.997,1,0.987,1,0.233,29.1,0.803,2,0.87,0,0.472,0,0.842,0.678,0.785
1630,YES,-,229.19686,0.64,0.406,0.6,0,0.592,3,0.985,38.77,0.937,7,0.533,0,0.472,0,0.842,0.678,0.634
1631,YES,-,294.30796,0.989,2.714,0.999,2,0.792,4,0.887,76.14,0.903,3,0.993,3,0.257,0,0.842,0.778,0.778
1632,YES,-,349.38646,0.873,2.58,0.996,2,0.792,5,0.726,79.38,0.879,3,0.993,3,0.257,0,0.842,0.745,0.76
1633,YES,-,326.27052,0.97,3.354,0.976,2,0.792,3,0.985,59.59,0.99,3,0.993,2,0.938,0,0.842,0.933,0.909
1634,YES,-,418.46832,0.467,3.307,0.981,3,0.379,4,0.887,108.57,0.598,5,0.848,4,0.035,0,0.842,0.467,0.462
1635,YES,-,374.43568,0.727,2.742,1,2,0.792,3,0.985,64.68,0.972,3,0.993,3,0.257,0,0.842,0.766,0.741
1636,YES,-,304.34254,1,3.11,0.993,2,0.792,2,0.93,58.2,0.994,4,0.97,3,0.257,1,0.64,0.764,0.728
1637,YES,-,291.57757,0.984,3.645,0.939,1,0.987,1,0.233,29.1,0.803,3,0.993,1,0.827,1,0.64,0.74,0.846
1638,YES,-,394.48668,0.603,4.564,0.663,0,0.592,5,0.726,67.34,0.959,7,0.533,3,0.257,2,0.241,0.521,0.434
1639,YES,-,448.53736,0.327,3.96,0.874,1,0.987,6,0.525,91.74,0.77,7,0.533,3,0.257,2,0.241,0.498,0.435
1640,YES,-,327.40078,0.966,2.976,0.998,1,0.987,4,0.887,90.69,0.78,5,0.848,2,0.938,2,0.241,0.772,0.675
1641,YES,-,337.3956,0.93,2.875,1,1,0.987,4,0.887,79.8,0.876,5,0.848,3,0.257,2,0.241,0.663,0.573
1642,YES,-,448.53736,0.327,3.337,0.978,1,0.987,5,0.726,90.45,0.782,6,0.689,3,0.257,2,0.241,0.544,0.461
1643,YES,-,352.45,0.857,4.335,0.755,1,0.987,3,0.985,57.79,0.995,6,0.689,3,0.257,1,0.64,0.718,0.672
1644,YES,-,336.31338,0.935,1.924,0.947,1,0.987,5,0.726,120.92,0.472,5,0.848,2,0.938,2,0.241,0.7,0.66
1645,YES,-,413.41732,0.494,3.829,0.905,1,0.987,6,0.525,95.93,0.729,6,0.689,2,0.938,2,0.241,0.634,0.571
1646,YES,-,385.384,0.659,4.076,0.842,1,0.987,5,0.726,108.04,0.604,5,0.848,3,0.257,2,0.241,0.579,0.526
1647,YES,-,407.38798,0.527,2.155,0.971,2,0.792,5,0.726,135.44,0.339,6,0.689,2,0.938,2,0.241,0.594,0.559
1648,YES,-,342.33612,0.908,3.656,0.938,0,0.592,4,0.887,58.12,0.994,5,0.848,2,0.938,2,0.241,0.735,0.615
1649,YES,-,332.25848,0.95,2.798,1,2,0.792,5,0.726,113.61,0.546,3,0.993,2,0.938,0,0.842,0.834,0.897
1650,YES,-,332.31816,0.95,4.406,0.728,1,0.987,3,0.985,50.8,0.999,4,0.97,1,0.827,0,0.842,0.906,0.889
1651,YES,-,415.43472,0.483,3.675,0.934,0,0.592,5,0.726,89.13,0.794,5,0.848,3,0.257,2,0.241,0.548,0.469
1652,YES,-,315.39008,0.993,2.676,0.999,2,0.792,4,0.887,95.34,0.734,7,0.533,2,0.938,1,0.64,0.798,0.768
1653,YES,-,359.39957,0.818,2.735,1,3,0.379,5,0.726,134.77,0.345,7,0.533,2,0.938,1,0.64,0.63,0.653
1654,YES,-,292.31032,0.985,3.466,0.965,1,0.987,3,0.985,42.74,0.969,2,0.87,3,0.257,0,0.842,0.8,0.786
1655,YES,-,284.30172,0.964,1.81,0.933,1,0.987,3,0.985,41.57,0.961,3,0.993,1,0.827,0,0.842,0.934,0.92
1656,YES,-,296.34368,0.993,2.792,1,0,0.592,4,0.887,72.48,0.929,2,0.87,3,0.257,0,0.842,0.741,0.729
1657,YES,-,371.45663,0.746,3.05,0.996,1,0.987,6,0.525,124.16,0.44,4,0.97,3,0.257,1,0.64,0.636,0.703
1658,YES,-,321.3962,0.982,3.99,0.866,1,0.987,3,0.985,79.19,0.88,4,0.97,4,0.035,0,0.842,0.615,0.617
1659,YES,-,358.88825,0.821,4.099,0.835,0,0.592,4,0.887,60.5,0.988,2,0.87,3,0.257,0,0.842,0.713,0.692
1660,YES,-,279.31162,0.946,2.079,0.964,1,0.987,4,0.887,87,0.814,4,0.97,2,0.938,0,0.842,0.916,0.928
1661,YES,-,348.39355,0.879,2.04,0.96,1,0.987,6,0.525,84.94,0.832,7,0.533,1,0.827,1,0.64,0.752,0.759
1662,YES,-,296.32383,0.993,2.458,0.991,1,0.987,5,0.726,69.04,0.95,5,0.848,2,0.938,2,0.241,0.774,0.678
1663,YES,-,279.35798,0.946,1.064,0.79,1,0.987,4,0.887,93.6,0.752,3,0.993,1,0.827,0,0.842,0.874,0.895
1664,YES,-,350.84303,0.866,4.105,0.833,1,0.987,5,0.726,116.61,0.515,5,0.848,3,0.257,2,0.241,0.586,0.549
1665,YES,-,394.50338,0.603,2.548,0.995,0,0.592,4,0.887,66.07,0.965,4,0.97,1,0.827,0,0.842,0.821,0.787
1666,YES,-,359.4857,0.818,3.909,0.886,0,0.592,4,0.887,61.89,0.983,3,0.993,2,0.938,0,0.842,0.858,0.833
1667,YES,-,360.51681,0.812,3.015,0.997,1,0.987,4,0.887,87.6,0.809,5,0.848,1,0.827,1,0.64,0.844,0.818
1668,YES,-,430.56681,0.406,3.472,0.964,2,0.792,5,0.726,179.75,0.104,5,0.848,3,0.257,2,0.241,0.433,0.463
1669,YES,-,430.56681,0.406,3.472,0.964,2,0.792,5,0.726,179.75,0.104,5,0.848,3,0.257,2,0.241,0.433,0.463
1670,YES,-,303.28178,0.999,4.434,0.717,1,0.987,3,0.985,37.81,0.928,3,0.993,3,0.257,0,0.842,0.781,0.777
1671,YES,-,348.39677,0.879,2.187,0.974,1,0.987,5,0.726,114.14,0.54,3,0.993,3,0.257,0,0.842,0.719,0.779
1672,YES,-,481.4032,0.218,3.656,0.938,1,0.987,5,0.726,96.11,0.727,7,0.533,2,0.938,1,0.64,0.656,0.609
1673,YES,-,406.45924,0.533,4.922,0.504,0,0.592,6,0.525,122.91,0.452,4,0.97,5,0.012,1,0.64,0.361,0.39
1674,YES,-,367.46794,0.77,3.978,0.869,1,0.987,5,0.726,98,0.708,7,0.533,3,0.257,2,0.241,0.57,0.503
1675,YES,-,348.44145,0.878,3.727,0.925,1,0.987,5,0.726,50.28,0.998,5,0.848,3,0.257,0,0.842,0.756,0.761
1676,YES,-,346.46702,0.888,4.346,0.751,1,0.987,3,0.985,95.68,0.731,3,0.993,3,0.257,0,0.842,0.751,0.763
1677,YES,-,394.52819,0.603,3.229,0.987,1,0.987,5,0.726,96.11,0.727,6,0.689,1,0.827,2,0.241,0.674,0.59
1678,YES,-,304.38405,1,2.298,0.982,1,0.987,4,0.887,50.8,0.999,3,0.993,1,0.827,0,0.842,0.937,0.931
1679,YES,-,341.42581,0.912,0.352,0.583,2,0.792,5,0.726,110.11,0.582,5,0.848,1,0.827,0,0.842,0.755,0.803
1680,YES,-,404.47995,0.544,2.833,1,2,0.792,5,0.726,102.11,0.665,9,0.293,2,0.938,1,0.64,0.661,0.626
1681,YES,-,404.47995,0.544,2.833,1,2,0.792,5,0.726,102.11,0.665,9,0.293,2,0.938,1,0.64,0.661,0.626
1682,YES,-,347.38888,0.884,0.697,0.689,1,0.987,5,0.726,96.98,0.718,4,0.97,2,0.938,0,0.842,0.837,0.878
1683,YES,-,292.37504,0.986,0.378,0.591,2,0.792,4,0.887,109.1,0.593,5,0.848,1,0.827,0,0.842,0.784,0.817
